Columns,n,type,mean,std,min,25%,50%,75%,max,value 1,value 2,value 3,value 4,value 5,freq 1,freq 2,freq 3,freq 4,freq 5,freq others,freq NA,
750X438,486,float64,3.947691358,0.069551964,3.767,3.911,3.946,3.981,4.198,3.965,3.964,3.915,3.95,3.922,8,8,8,7,7,448,14,
750X439,486,float64,3.976923868,0.069576453,3.789,3.935,3.9785,4.014,4.189,3.988,3.935,3.975,3.938,3.982,8,7,7,7,7,450,14,
750X440,486,float64,3.976923868,0.069576453,3.789,3.935,3.9785,4.014,4.189,3.988,3.935,3.975,3.938,3.982,8,7,7,7,7,450,14,
750X441,486,float64,3.947691358,0.069551964,3.767,3.911,3.946,3.981,4.198,3.965,3.964,3.915,3.95,3.922,8,8,8,7,7,448,14,
750X442,486,float64,3.976923868,0.069576453,3.789,3.935,3.9785,4.014,4.189,3.988,3.935,3.975,3.938,3.982,8,7,7,7,7,450,14,
750X443,486,float64,3.976923868,0.069576453,3.789,3.935,3.9785,4.014,4.189,3.988,3.935,3.975,3.938,3.982,8,7,7,7,7,450,14,
750X444,486,float64,23.78106996,0.857478735,22.3,22.7,24.2,24.4,25.2,24.4,24.1,22.5,24.2,24.6,73,57,47,45,41,223,14,
750X445,486,float64,78.97705761,2.193744195,74.86,76.47,79.33,80.855,82.52,75.9,75.99,80.39,81.84,81.3,23,15,12,12,12,412,14,
750X446,486,float64,4.036796296,0.058630889,3.868,3.999,4.0315,4.069,4.207,4.066,4.008,4.068,4.022,4.061,9,8,7,7,6,449,14,
750X447,486,float64,4.036796296,0.058630889,3.868,3.999,4.0315,4.069,4.207,4.066,4.008,4.068,4.022,4.061,9,8,7,7,6,449,14,
750X448,486,float64,3.819096708,0.079679493,3.648,3.757,3.812,3.88,4.044,3.819,3.761,3.883,3.75,3.809,7,7,7,6,5,454,14,
750X449,486,float64,4.036796296,0.058630889,3.868,3.999,4.0315,4.069,4.207,4.066,4.008,4.068,4.022,4.061,9,8,7,7,6,449,14,
750X450,486,float64,3.819096708,0.079679493,3.648,3.757,3.812,3.88,4.044,3.819,3.761,3.883,3.75,3.809,7,7,7,6,5,454,14,
750X451,486,float64,4.036796296,0.058630889,3.868,3.999,4.0315,4.069,4.207,4.066,4.008,4.068,4.022,4.061,9,8,7,7,6,449,14,
750X452,486,float64,78.97705761,2.193744195,74.86,76.47,79.33,80.855,82.52,75.9,75.99,80.39,81.84,81.3,23,15,12,12,12,412,14,
750X453,486,float64,23.78106996,0.857478735,22.3,22.7,24.2,24.4,25.2,24.4,24.1,22.5,24.2,24.6,73,57,47,45,41,223,14,
750X454,486,float64,3.979302469,0.06812963,3.795,3.938,3.977,4.018,4.201,3.939,3.938,3.936,3.94,3.908,9,9,8,7,6,447,14,
750X455,486,float64,3.979302469,0.06812963,3.795,3.938,3.977,4.018,4.201,3.939,3.938,3.936,3.94,3.908,9,9,8,7,6,447,14,
750X456,486,float64,3.979302469,0.06812963,3.795,3.938,3.977,4.018,4.201,3.939,3.938,3.936,3.94,3.908,9,9,8,7,6,447,14,
750X457,486,float64,3.976923868,0.069576453,3.789,3.935,3.9785,4.014,4.189,3.988,3.935,3.975,3.938,3.982,8,7,7,7,7,450,14,
750X458,486,float64,3.979302469,0.06812963,3.795,3.938,3.977,4.018,4.201,3.939,3.938,3.936,3.94,3.908,9,9,8,7,6,447,14,
750X459,486,float64,3.979302469,0.06812963,3.795,3.938,3.977,4.018,4.201,3.939,3.938,3.936,3.94,3.908,9,9,8,7,6,447,14,
750X460,486,float64,3.976923868,0.069576453,3.789,3.935,3.9785,4.014,4.189,3.988,3.935,3.975,3.938,3.982,8,7,7,7,7,450,14,
750X461,486,float64,3.979302469,0.06812963,3.795,3.938,3.977,4.018,4.201,3.939,3.938,3.936,3.94,3.908,9,9,8,7,6,447,14,
750X462,486,float64,3.979302469,0.06812963,3.795,3.938,3.977,4.018,4.201,3.939,3.938,3.936,3.94,3.908,9,9,8,7,6,447,14,
750X463,486,float64,23.78106996,0.857478735,22.3,22.7,24.2,24.4,25.2,24.4,24.1,22.5,24.2,24.6,73,57,47,45,41,223,14,
750X464,486,float64,23.78106996,0.857478735,22.3,22.7,24.2,24.4,25.2,24.4,24.1,22.5,24.2,24.6,73,57,47,45,41,223,14,
750X465,486,float64,4.020532922,0.068698849,3.835,3.97925,4.019,4.063,4.253,3.981,3.98,3.982,3.979,4.04,8,8,7,7,7,449,14,
750X466,486,float64,4.020532922,0.068698849,3.835,3.97925,4.019,4.063,4.253,3.981,3.98,3.982,3.979,4.04,8,8,7,7,7,449,14,
750X467,486,float64,4.020532922,0.068698849,3.835,3.97925,4.019,4.063,4.253,3.981,3.98,3.982,3.979,4.04,8,8,7,7,7,449,14,
750X468,486,float64,3.979302469,0.06812963,3.795,3.938,3.977,4.018,4.201,3.939,3.938,3.936,3.94,3.908,9,9,8,7,6,447,14,
750X469,486,float64,4.020532922,0.068698849,3.835,3.97925,4.019,4.063,4.253,3.981,3.98,3.982,3.979,4.04,8,8,7,7,7,449,14,
750X470,486,float64,4.020532922,0.068698849,3.835,3.97925,4.019,4.063,4.253,3.981,3.98,3.982,3.979,4.04,8,8,7,7,7,449,14,
750X471,486,float64,3.979302469,0.06812963,3.795,3.938,3.977,4.018,4.201,3.939,3.938,3.936,3.94,3.908,9,9,8,7,6,447,14,
750X472,486,float64,4.020532922,0.068698849,3.835,3.97925,4.019,4.063,4.253,3.981,3.98,3.982,3.979,4.04,8,8,7,7,7,449,14,
750X473,486,float64,4.020532922,0.068698849,3.835,3.97925,4.019,4.063,4.253,3.981,3.98,3.982,3.979,4.04,8,8,7,7,7,449,14,
750X474,486,float64,23.78106996,0.857478735,22.3,22.7,24.2,24.4,25.2,24.4,24.1,22.5,24.2,24.6,73,57,47,45,41,223,14,
750X476,486,float64,4.00782716,0.067039879,3.822,3.971,4.008,4.039,4.248,4.021,3.983,3.981,3.927,3.982,12,8,8,7,7,444,14,
750X477,486,float64,4.00782716,0.067039879,3.822,3.971,4.008,4.039,4.248,4.021,3.983,3.981,3.927,3.982,12,8,8,7,7,444,14,
750X478,486,float64,4.00782716,0.067039879,3.822,3.971,4.008,4.039,4.248,4.021,3.983,3.981,3.927,3.982,12,8,8,7,7,444,14,
750X479,486,float64,4.020532922,0.068698849,3.835,3.97925,4.019,4.063,4.253,3.981,3.98,3.982,3.979,4.04,8,8,7,7,7,449,14,
750X480,486,float64,4.00782716,0.067039879,3.822,3.971,4.008,4.039,4.248,4.021,3.983,3.981,3.927,3.982,12,8,8,7,7,444,14,
750X481,486,float64,4.00782716,0.067039879,3.822,3.971,4.008,4.039,4.248,4.021,3.983,3.981,3.927,3.982,12,8,8,7,7,444,14,
750X482,486,float64,4.020532922,0.068698849,3.835,3.97925,4.019,4.063,4.253,3.981,3.98,3.982,3.979,4.04,8,8,7,7,7,449,14,
750X483,486,float64,4.00782716,0.067039879,3.822,3.971,4.008,4.039,4.248,4.021,3.983,3.981,3.927,3.982,12,8,8,7,7,444,14,
750X484,486,float64,4.00782716,0.067039879,3.822,3.971,4.008,4.039,4.248,4.021,3.983,3.981,3.927,3.982,12,8,8,7,7,444,14,
750X487,486,float64,4.010125514,0.065917589,3.823,3.974,4.009,4.046,4.249,4.029,4.023,3.991,4.018,4,9,8,7,7,7,448,14,
750X488,486,float64,4.010125514,0.065917589,3.823,3.974,4.009,4.046,4.249,4.029,4.023,3.991,4.018,4,9,8,7,7,7,448,14,
750X489,486,float64,4.010125514,0.065917589,3.823,3.974,4.009,4.046,4.249,4.029,4.023,3.991,4.018,4,9,8,7,7,7,448,14,
750X490,486,float64,4.00782716,0.067039879,3.822,3.971,4.008,4.039,4.248,4.021,3.983,3.981,3.927,3.982,12,8,8,7,7,444,14,
750X491,486,float64,4.010125514,0.065917589,3.823,3.974,4.009,4.046,4.249,4.029,4.023,3.991,4.018,4,9,8,7,7,7,448,14,
750X492,486,float64,4.010125514,0.065917589,3.823,3.974,4.009,4.046,4.249,4.029,4.023,3.991,4.018,4,9,8,7,7,7,448,14,
750X493,486,float64,4.00782716,0.067039879,3.822,3.971,4.008,4.039,4.248,4.021,3.983,3.981,3.927,3.982,12,8,8,7,7,444,14,
750X494,486,float64,4.010125514,0.065917589,3.823,3.974,4.009,4.046,4.249,4.029,4.023,3.991,4.018,4,9,8,7,7,7,448,14,
750X495,486,float64,4.010125514,0.065917589,3.823,3.974,4.009,4.046,4.249,4.029,4.023,3.991,4.018,4,9,8,7,7,7,448,14,
750X498,486,float64,4.015228395,0.062946904,3.831,3.978,4.0165,4.051,4.26,4.001,4.041,4.025,4.059,4.04,13,8,8,7,7,443,14,
750X499,486,float64,4.015228395,0.062946904,3.831,3.978,4.0165,4.051,4.26,4.001,4.041,4.025,4.059,4.04,13,8,8,7,7,443,14,
750X500,486,float64,4.015228395,0.062946904,3.831,3.978,4.0165,4.051,4.26,4.001,4.041,4.025,4.059,4.04,13,8,8,7,7,443,14,
750X501,486,float64,4.010125514,0.065917589,3.823,3.974,4.009,4.046,4.249,4.029,4.023,3.991,4.018,4,9,8,7,7,7,448,14,
750X502,486,float64,4.015228395,0.062946904,3.831,3.978,4.0165,4.051,4.26,4.001,4.041,4.025,4.059,4.04,13,8,8,7,7,443,14,
750X503,486,float64,4.015228395,0.062946904,3.831,3.978,4.0165,4.051,4.26,4.001,4.041,4.025,4.059,4.04,13,8,8,7,7,443,14,
750X504,486,float64,4.010125514,0.065917589,3.823,3.974,4.009,4.046,4.249,4.029,4.023,3.991,4.018,4,9,8,7,7,7,448,14,
750X505,486,float64,4.015228395,0.062946904,3.831,3.978,4.0165,4.051,4.26,4.001,4.041,4.025,4.059,4.04,13,8,8,7,7,443,14,
750X506,486,float64,4.015228395,0.062946904,3.831,3.978,4.0165,4.051,4.26,4.001,4.041,4.025,4.059,4.04,13,8,8,7,7,443,14,
750X508,486,float64,7.748559671,0.275658506,6.8,7.6,7.8,7.9,8.2,7.9,7.7,7.8,8.1,7.5,102,77,72,58,43,134,14,
750X509,486,float64,3.97155144,0.058527608,3.797,3.939,3.971,4.001,4.207,4.001,4,3.969,3.97,3.992,12,8,8,8,8,442,14,
750X510,486,float64,3.97155144,0.058527608,3.797,3.939,3.971,4.001,4.207,4.001,4,3.969,3.97,3.992,12,8,8,8,8,442,14,
750X511,486,float64,3.97155144,0.058527608,3.797,3.939,3.971,4.001,4.207,4.001,4,3.969,3.97,3.992,12,8,8,8,8,442,14,
750X512,486,float64,4.015228395,0.062946904,3.831,3.978,4.0165,4.051,4.26,4.001,4.041,4.025,4.059,4.04,13,8,8,7,7,443,14,
750X513,486,float64,3.97155144,0.058527608,3.797,3.939,3.971,4.001,4.207,4.001,4,3.969,3.97,3.992,12,8,8,8,8,442,14,
750X514,486,float64,3.97155144,0.058527608,3.797,3.939,3.971,4.001,4.207,4.001,4,3.969,3.97,3.992,12,8,8,8,8,442,14,
750X515,486,float64,4.015228395,0.062946904,3.831,3.978,4.0165,4.051,4.26,4.001,4.041,4.025,4.059,4.04,13,8,8,7,7,443,14,
750X516,486,float64,3.97155144,0.058527608,3.797,3.939,3.971,4.001,4.207,4.001,4,3.969,3.97,3.992,12,8,8,8,8,442,14,
750X517,486,float64,3.97155144,0.058527608,3.797,3.939,3.971,4.001,4.207,4.001,4,3.969,3.97,3.992,12,8,8,8,8,442,14,
750X518,486,float64,7.748559671,0.275658506,6.8,7.6,7.8,7.9,8.2,7.9,7.7,7.8,8.1,7.5,102,77,72,58,43,134,14,
750X519,486,float64,7.748559671,0.275658506,6.8,7.6,7.8,7.9,8.2,7.9,7.7,7.8,8.1,7.5,102,77,72,58,43,134,14,
750X520,486,float64,3.995098765,0.060895944,3.814,3.95225,3.994,4.032,4.207,3.992,3.989,3.984,3.982,3.977,10,9,7,7,7,446,14,
750X521,486,float64,3.995098765,0.060895944,3.814,3.95225,3.994,4.032,4.207,3.992,3.989,3.984,3.982,3.977,10,9,7,7,7,446,14,
750X522,486,float64,3.995098765,0.060895944,3.814,3.95225,3.994,4.032,4.207,3.992,3.989,3.984,3.982,3.977,10,9,7,7,7,446,14,
750X523,486,float64,3.97155144,0.058527608,3.797,3.939,3.971,4.001,4.207,4.001,4,3.969,3.97,3.992,12,8,8,8,8,442,14,
750X524,486,float64,3.995098765,0.060895944,3.814,3.95225,3.994,4.032,4.207,3.992,3.989,3.984,3.982,3.977,10,9,7,7,7,446,14,
750X525,486,float64,3.995098765,0.060895944,3.814,3.95225,3.994,4.032,4.207,3.992,3.989,3.984,3.982,3.977,10,9,7,7,7,446,14,
750X526,486,float64,3.97155144,0.058527608,3.797,3.939,3.971,4.001,4.207,4.001,4,3.969,3.97,3.992,12,8,8,8,8,442,14,
750X527,486,float64,3.995098765,0.060895944,3.814,3.95225,3.994,4.032,4.207,3.992,3.989,3.984,3.982,3.977,10,9,7,7,7,446,14,
750X528,486,float64,3.995098765,0.060895944,3.814,3.95225,3.994,4.032,4.207,3.992,3.989,3.984,3.982,3.977,10,9,7,7,7,446,14,
750X529,486,float64,7.748559671,0.275658506,6.8,7.6,7.8,7.9,8.2,7.9,7.7,7.8,8.1,7.5,102,77,72,58,43,134,14,
750X530,486,float64,7.748559671,0.275658506,6.8,7.6,7.8,7.9,8.2,7.9,7.7,7.8,8.1,7.5,102,77,72,58,43,134,14,
750X531,486,float64,4.035341564,0.067560363,3.853,3.984,4.034,4.084,4.215,4.026,4.029,4.017,4.066,4.03,9,6,6,6,6,453,14,
750X532,486,float64,4.035341564,0.067560363,3.853,3.984,4.034,4.084,4.215,4.026,4.029,4.017,4.066,4.03,9,6,6,6,6,453,14,
750X533,486,float64,4.035341564,0.067560363,3.853,3.984,4.034,4.084,4.215,4.026,4.029,4.017,4.066,4.03,9,6,6,6,6,453,14,
750X534,486,float64,3.995098765,0.060895944,3.814,3.95225,3.994,4.032,4.207,3.992,3.989,3.984,3.982,3.977,10,9,7,7,7,446,14,
750X535,486,float64,4.035341564,0.067560363,3.853,3.984,4.034,4.084,4.215,4.026,4.029,4.017,4.066,4.03,9,6,6,6,6,453,14,
750X536,486,float64,4.035341564,0.067560363,3.853,3.984,4.034,4.084,4.215,4.026,4.029,4.017,4.066,4.03,9,6,6,6,6,453,14,
750X537,486,float64,3.995098765,0.060895944,3.814,3.95225,3.994,4.032,4.207,3.992,3.989,3.984,3.982,3.977,10,9,7,7,7,446,14,
750X538,486,float64,4.035341564,0.067560363,3.853,3.984,4.034,4.084,4.215,4.026,4.029,4.017,4.066,4.03,9,6,6,6,6,453,14,
750X539,486,float64,4.035341564,0.067560363,3.853,3.984,4.034,4.084,4.215,4.026,4.029,4.017,4.066,4.03,9,6,6,6,6,453,14,
750X540,486,float64,7.748559671,0.275658506,6.8,7.6,7.8,7.9,8.2,7.9,7.7,7.8,8.1,7.5,102,77,72,58,43,134,14,
750X541,486,float64,50.2962963,0.033161067,50,50.3,50.3,50.3,50.3,50.3,50,,,,480,6,,,,0,14,"'750X541',"
750X542,486,float64,4.081251029,0.070129415,3.917,4.026,4.081,4.128,4.277,4.12,4.026,4.07,4.018,4.066,7,7,7,6,6,453,14,
750X543,486,float64,4.081251029,0.070129415,3.917,4.026,4.081,4.128,4.277,4.12,4.026,4.07,4.018,4.066,7,7,7,6,6,453,14,
750X544,486,float64,4.081251029,0.070129415,3.917,4.026,4.081,4.128,4.277,4.12,4.026,4.07,4.018,4.066,7,7,7,6,6,453,14,
750X545,486,float64,4.035341564,0.067560363,3.853,3.984,4.034,4.084,4.215,4.026,4.029,4.017,4.066,4.03,9,6,6,6,6,453,14,
750X546,486,float64,4.081251029,0.070129415,3.917,4.026,4.081,4.128,4.277,4.12,4.026,4.07,4.018,4.066,7,7,7,6,6,453,14,
750X547,486,float64,4.081251029,0.070129415,3.917,4.026,4.081,4.128,4.277,4.12,4.026,4.07,4.018,4.066,7,7,7,6,6,453,14,
750X548,486,float64,4.035341564,0.067560363,3.853,3.984,4.034,4.084,4.215,4.026,4.029,4.017,4.066,4.03,9,6,6,6,6,453,14,
750X549,486,float64,4.081251029,0.070129415,3.917,4.026,4.081,4.128,4.277,4.12,4.026,4.07,4.018,4.066,7,7,7,6,6,453,14,
750X550,486,float64,4.081251029,0.070129415,3.917,4.026,4.081,4.128,4.277,4.12,4.026,4.07,4.018,4.066,7,7,7,6,6,453,14,
750X551,486,float64,50.2962963,0.033161067,50,50.3,50.3,50.3,50.3,50.3,50,,,,480,6,,,,0,14,"'750X551',"
750X552,486,float64,50.2962963,0.033161067,50,50.3,50.3,50.3,50.3,50.3,50,,,,480,6,,,,0,14,"'750X552',"
750X553,486,float64,4.109547325,0.06095265,3.902,4.071,4.11,4.148,4.285,4.126,4.075,4.106,4.104,4.051,8,8,7,7,6,450,14,
750X554,486,float64,4.109547325,0.06095265,3.902,4.071,4.11,4.148,4.285,4.126,4.075,4.106,4.104,4.051,8,8,7,7,6,450,14,
750X555,486,float64,4.109547325,0.06095265,3.902,4.071,4.11,4.148,4.285,4.126,4.075,4.106,4.104,4.051,8,8,7,7,6,450,14,
750X556,486,float64,4.081251029,0.070129415,3.917,4.026,4.081,4.128,4.277,4.12,4.026,4.07,4.018,4.066,7,7,7,6,6,453,14,
750X557,486,float64,4.109547325,0.06095265,3.902,4.071,4.11,4.148,4.285,4.126,4.075,4.106,4.104,4.051,8,8,7,7,6,450,14,
750X558,486,float64,4.109547325,0.06095265,3.902,4.071,4.11,4.148,4.285,4.126,4.075,4.106,4.104,4.051,8,8,7,7,6,450,14,
750X559,486,float64,4.081251029,0.070129415,3.917,4.026,4.081,4.128,4.277,4.12,4.026,4.07,4.018,4.066,7,7,7,6,6,453,14,
750X560,486,float64,4.109547325,0.06095265,3.902,4.071,4.11,4.148,4.285,4.126,4.075,4.106,4.104,4.051,8,8,7,7,6,450,14,
750X561,486,float64,4.109547325,0.06095265,3.902,4.071,4.11,4.148,4.285,4.126,4.075,4.106,4.104,4.051,8,8,7,7,6,450,14,
750X562,486,float64,50.2962963,0.033161067,50,50.3,50.3,50.3,50.3,50.3,50,,,,480,6,,,,0,14,"'750X562',"
750X563,486,float64,78.97705761,2.193744195,74.86,76.47,79.33,80.855,82.52,75.9,75.99,80.39,81.84,81.3,23,15,12,12,12,412,14,
750X564,486,float64,4.092160494,0.060079663,3.963,4.047,4.0905,4.13275,4.271,4.134,4.015,4.047,4.131,4.127,9,9,8,7,6,447,14,
750X565,486,float64,4.092160494,0.060079663,3.963,4.047,4.0905,4.13275,4.271,4.134,4.015,4.047,4.131,4.127,9,9,8,7,6,447,14,
750X566,486,float64,4.036796296,0.058630889,3.868,3.999,4.0315,4.069,4.207,4.066,4.008,4.068,4.022,4.061,9,8,7,7,6,449,14,
750X567,486,float64,4.092160494,0.060079663,3.963,4.047,4.0905,4.13275,4.271,4.134,4.015,4.047,4.131,4.127,9,9,8,7,6,447,14,
750X568,486,float64,4.036796296,0.058630889,3.868,3.999,4.0315,4.069,4.207,4.066,4.008,4.068,4.022,4.061,9,8,7,7,6,449,14,
750X569,486,float64,4.092160494,0.060079663,3.963,4.047,4.0905,4.13275,4.271,4.134,4.015,4.047,4.131,4.127,9,9,8,7,6,447,14,
750X570,486,float64,78.97705761,2.193744195,74.86,76.47,79.33,80.855,82.52,75.9,75.99,80.39,81.84,81.3,23,15,12,12,12,412,14,
750X571,486,float64,50.2962963,0.033161067,50,50.3,50.3,50.3,50.3,50.3,50,,,,480,6,,,,0,14,"'750X571',"
750X572,486,float64,4.082578189,0.06267584,3.837,4.037,4.082,4.12775,4.278,4.082,4.047,4.048,4.023,4.02,9,7,7,7,7,449,14,
750X573,486,float64,4.082578189,0.06267584,3.837,4.037,4.082,4.12775,4.278,4.082,4.047,4.048,4.023,4.02,9,7,7,7,7,449,14,
750X574,486,float64,4.082578189,0.06267584,3.837,4.037,4.082,4.12775,4.278,4.082,4.047,4.048,4.023,4.02,9,7,7,7,7,449,14,
750X575,486,float64,4.109547325,0.06095265,3.902,4.071,4.11,4.148,4.285,4.126,4.075,4.106,4.104,4.051,8,8,7,7,6,450,14,
750X576,486,float64,4.082578189,0.06267584,3.837,4.037,4.082,4.12775,4.278,4.082,4.047,4.048,4.023,4.02,9,7,7,7,7,449,14,
750X577,486,float64,4.082578189,0.06267584,3.837,4.037,4.082,4.12775,4.278,4.082,4.047,4.048,4.023,4.02,9,7,7,7,7,449,14,
750X578,486,float64,4.109547325,0.06095265,3.902,4.071,4.11,4.148,4.285,4.126,4.075,4.106,4.104,4.051,8,8,7,7,6,450,14,
750X579,486,float64,4.082578189,0.06267584,3.837,4.037,4.082,4.12775,4.278,4.082,4.047,4.048,4.023,4.02,9,7,7,7,7,449,14,
750X580,486,float64,4.082578189,0.06267584,3.837,4.037,4.082,4.12775,4.278,4.082,4.047,4.048,4.023,4.02,9,7,7,7,7,449,14,
750X581,486,float64,50.2962963,0.033161067,50,50.3,50.3,50.3,50.3,50.3,50,,,,480,6,,,,0,14,"'750X581',"
750X582,486,float64,0.737343621,0.042837348,0.367,0.733,0.7405,0.749,0.841,0.741,0.736,0.735,0.747,0.734,31,25,23,23,20,364,14,
750X583,486,float64,3.993121399,0.061272685,3.808,3.948,3.987,4.037,4.171,4.049,3.97,4.044,3.959,4.027,8,8,8,7,7,448,14,
750X584,486,float64,3.993121399,0.061272685,3.808,3.948,3.987,4.037,4.171,4.049,3.97,4.044,3.959,4.027,8,8,8,7,7,448,14,
750X585,486,float64,3.993121399,0.061272685,3.808,3.948,3.987,4.037,4.171,4.049,3.97,4.044,3.959,4.027,8,8,8,7,7,448,14,
750X586,486,float64,4.082578189,0.06267584,3.837,4.037,4.082,4.12775,4.278,4.082,4.047,4.048,4.023,4.02,9,7,7,7,7,449,14,
750X587,486,float64,3.993121399,0.061272685,3.808,3.948,3.987,4.037,4.171,4.049,3.97,4.044,3.959,4.027,8,8,8,7,7,448,14,
750X588,486,float64,3.993121399,0.061272685,3.808,3.948,3.987,4.037,4.171,4.049,3.97,4.044,3.959,4.027,8,8,8,7,7,448,14,
750X589,486,float64,4.082578189,0.06267584,3.837,4.037,4.082,4.12775,4.278,4.082,4.047,4.048,4.023,4.02,9,7,7,7,7,449,14,
750X590,486,float64,3.993121399,0.061272685,3.808,3.948,3.987,4.037,4.171,4.049,3.97,4.044,3.959,4.027,8,8,8,7,7,448,14,
750X591,486,float64,3.993121399,0.061272685,3.808,3.948,3.987,4.037,4.171,4.049,3.97,4.044,3.959,4.027,8,8,8,7,7,448,14,
750X592,486,float64,0.737343621,0.042837348,0.367,0.733,0.7405,0.749,0.841,0.741,0.736,0.735,0.747,0.734,31,25,23,23,20,364,14,
750X593,486,float64,0.737343621,0.042837348,0.367,0.733,0.7405,0.749,0.841,0.741,0.736,0.735,0.747,0.734,31,25,23,23,20,364,14,
750X594,486,float64,3.92468107,0.062943987,3.747,3.879,3.917,3.966,4.104,3.903,3.906,3.882,3.953,3.887,7,7,7,6,6,453,14,
750X595,486,float64,3.92468107,0.062943987,3.747,3.879,3.917,3.966,4.104,3.903,3.906,3.882,3.953,3.887,7,7,7,6,6,453,14,
750X596,486,float64,3.993121399,0.061272685,3.808,3.948,3.987,4.037,4.171,4.049,3.97,4.044,3.959,4.027,8,8,8,7,7,448,14,
750X597,486,float64,3.92468107,0.062943987,3.747,3.879,3.917,3.966,4.104,3.903,3.906,3.882,3.953,3.887,7,7,7,6,6,453,14,
750X598,486,float64,3.92468107,0.062943987,3.747,3.879,3.917,3.966,4.104,3.903,3.906,3.882,3.953,3.887,7,7,7,6,6,453,14,
750X599,486,float64,3.993121399,0.061272685,3.808,3.948,3.987,4.037,4.171,4.049,3.97,4.044,3.959,4.027,8,8,8,7,7,448,14,
750X600,486,float64,3.92468107,0.062943987,3.747,3.879,3.917,3.966,4.104,3.903,3.906,3.882,3.953,3.887,7,7,7,6,6,453,14,
750X601,486,float64,3.92468107,0.062943987,3.747,3.879,3.917,3.966,4.104,3.903,3.906,3.882,3.953,3.887,7,7,7,6,6,453,14,
750X602,486,float64,0.737343621,0.042837348,0.367,0.733,0.7405,0.749,0.841,0.741,0.736,0.735,0.747,0.734,31,25,23,23,20,364,14,
750X603,486,float64,0.737343621,0.042837348,0.367,0.733,0.7405,0.749,0.841,0.741,0.736,0.735,0.747,0.734,31,25,23,23,20,364,14,
750X604,486,float64,3.941039095,0.064853209,3.82,3.892,3.9345,3.985,4.134,3.935,3.971,3.939,3.923,3.881,8,8,7,6,6,451,14,
750X605,486,float64,3.941039095,0.064853209,3.82,3.892,3.9345,3.985,4.134,3.935,3.971,3.939,3.923,3.881,8,8,7,6,6,451,14,
750X606,486,float64,3.92468107,0.062943987,3.747,3.879,3.917,3.966,4.104,3.903,3.906,3.882,3.953,3.887,7,7,7,6,6,453,14,
750X607,486,float64,3.941039095,0.064853209,3.82,3.892,3.9345,3.985,4.134,3.935,3.971,3.939,3.923,3.881,8,8,7,6,6,451,14,
750X608,486,float64,3.92468107,0.062943987,3.747,3.879,3.917,3.966,4.104,3.903,3.906,3.882,3.953,3.887,7,7,7,6,6,453,14,
750X609,486,float64,3.941039095,0.064853209,3.82,3.892,3.9345,3.985,4.134,3.935,3.971,3.939,3.923,3.881,8,8,7,6,6,451,14,
750X610,486,float64,0.737343621,0.042837348,0.367,0.733,0.7405,0.749,0.841,0.741,0.736,0.735,0.747,0.734,31,25,23,23,20,364,14,
750X611,486,float64,4.571831276,0.043861783,4.18,4.5625,4.57,4.58,4.68,4.57,4.58,4.56,4.59,4.62,145,133,108,41,16,43,14,
750X612,486,float64,3.955722222,0.064290056,3.813,3.912,3.9485,3.995,4.14,3.948,3.943,3.945,3.934,3.995,11,9,8,8,8,442,14,
750X613,486,float64,3.955722222,0.064290056,3.813,3.912,3.9485,3.995,4.14,3.948,3.943,3.945,3.934,3.995,11,9,8,8,8,442,14,
750X614,486,float64,3.941039095,0.064853209,3.82,3.892,3.9345,3.985,4.134,3.935,3.971,3.939,3.923,3.881,8,8,7,6,6,451,14,
750X615,486,float64,3.955722222,0.064290056,3.813,3.912,3.9485,3.995,4.14,3.948,3.943,3.945,3.934,3.995,11,9,8,8,8,442,14,
750X616,486,float64,3.941039095,0.064853209,3.82,3.892,3.9345,3.985,4.134,3.935,3.971,3.939,3.923,3.881,8,8,7,6,6,451,14,
750X617,486,float64,3.955722222,0.064290056,3.813,3.912,3.9485,3.995,4.14,3.948,3.943,3.945,3.934,3.995,11,9,8,8,8,442,14,
750X618,486,float64,4.571831276,0.043861783,4.18,4.5625,4.57,4.58,4.68,4.57,4.58,4.56,4.59,4.62,145,133,108,41,16,43,14,
750X619,486,float64,4.571831276,0.043861783,4.18,4.5625,4.57,4.58,4.68,4.57,4.58,4.56,4.59,4.62,145,133,108,41,16,43,14,
750X620,486,float64,3.986419753,0.065444844,3.833,3.948,3.984,4.02275,4.169,3.97,3.992,4.015,3.994,3.977,9,9,8,8,8,444,14,
750X621,486,float64,3.986419753,0.065444844,3.833,3.948,3.984,4.02275,4.169,3.97,3.992,4.015,3.994,3.977,9,9,8,8,8,444,14,
750X622,486,float64,3.955722222,0.064290056,3.813,3.912,3.9485,3.995,4.14,3.948,3.943,3.945,3.934,3.995,11,9,8,8,8,442,14,
750X623,486,float64,3.986419753,0.065444844,3.833,3.948,3.984,4.02275,4.169,3.97,3.992,4.015,3.994,3.977,9,9,8,8,8,444,14,
750X624,486,float64,3.955722222,0.064290056,3.813,3.912,3.9485,3.995,4.14,3.948,3.943,3.945,3.934,3.995,11,9,8,8,8,442,14,
750X625,486,float64,3.986419753,0.065444844,3.833,3.948,3.984,4.02275,4.169,3.97,3.992,4.015,3.994,3.977,9,9,8,8,8,444,14,
750X626,486,float64,4.571831276,0.043861783,4.18,4.5625,4.57,4.58,4.68,4.57,4.58,4.56,4.59,4.62,145,133,108,41,16,43,14,
